std_smiles,y_value
O=C(Nc1cc(Cl)cc([C@H]2CN(Cc3ccccc3)C[C@@H]2c2cccc(-c3nn[nH]n3)c2)c1)OCc1ccccc1,4.1
Clc1ccc2[nH]cc(Cc3ccc(-c4nn[nH]n4)cc3)c2c1,2.1
O=C(Nc1cc(Cl)cc([C@H](Nc2cccc(-c3nn[nH]n3)c2)C(=O)NCc2ccccc2)c1)OCc1ccccc1,3.7
C=CC[C@H](Nc1ccc(-c2nn[nH]n2)cc1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,3.9
CNC(=O)[C@H](Nc1ccc(-c2nnn[nH]2)cc1)c1cc(Cl)cc(C2CC2)c1,1.1
Cc1ccccc1-c1nnc(Sc2cc(-c3ccccc3)nc3ncnn23)o1,3.7
CCn1c(C)nnc1Sc1cc(C)nc2ncnn12,-0.5
Cc1cc(Sc2nnc(C)o2)n2ncnc2n1,0.1
Clc1cccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)o2)c1,4.1
Cc1nnc(Sc2cc(-c3ccccc3)nc3ncnn23)o1,1.8
COc1ccc(-c2nnc(Sc3cc(C)nc4ncnn34)o2)cc1,2.4
O=C(Nc1cc(Cl)cc(-c2ccc3[nH]c(C(=O)O)cc3c2)c1)OCc1ccccc1,3.7
O=C(O)Cn1ncc2cc(-c3cc(Cl)cc(NC(=O)OCc4ccccc4)c3)ccc21,2.6
C=CC[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,4.1
c1ccc(-c2cc(Sc3nnc(N4CCOCC4)s3)n3ncnc3n2)cc1,2.1
N#C[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc(NC(=O)OCc2ccccc2)c1,3.2
O=C(Nc1ccc2c(c1)CNC2)c1cc(Cl)cc2[nH]ncc12,0.9
N#C[C@H](Nc1cccc(C(=O)O)c1)c1cc(Cl)cc2[nH]ncc12,0.6
NCc1cc(C(=O)O)cc([C@@H]2C[C@H]2c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,2.7
CNCc1cc(Sc2nnc(-c3ccc(Cl)cc3)n2C)n2ncnc2n1,0.7
CNC(=O)[C@H](Nc1cc(Cl)cc(NC(=O)OCc2ccccc2)c1)c1cccc(-c2nn[nH]n2)c1,2.2
CNC(=O)[C@H](Nc1cccc(-c2nn[nH]n2)c1)c1cc(Cl)cc2[nH]ncc12,0.3
Cc1csc(Sc2cc(-c3ccccc3)nc3ncnn23)n1,2.9
COc1ccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)n2C)cc1,2.6
c1ccc(-c2cc(Sc3nc(-c4ccccn4)no3)n3cnnc3n2)cc1,2.7
CCn1c(C)nnc1Sc1cc(-c2ccccc2)nc2ncnn12,1.4
O=C(O)COc1cccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,1.8
Cn1c(Sc2cc(-c3ccon3)nc3ncnn23)nnc1-c1ccc(Cl)cc1,2.0
Cc1ccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)o2)cc1,4.3
Clc1ccc(-c2cnc(Sc3cc(-c4ccccc4)nc4nncn34)o2)cc1,4.2
COc1cccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)o2)c1,4.1
O=C(Nc1cc(Cl)cc(C(=O)Nc2cccc(-n3nn[nH]c3=O)c2)c1)OCc1ccccc1,3.8
O=C(Nc1cc(Cl)cc(C(=O)Nc2cccc(-c3nnn[nH]3)c2)c1)OCc1ccccc1,3.7
Cc1ccc2oc(Sc3cc(-c4ccccc4)nc4ncnn34)nc2c1,4.4
O=C(N[C@H]1[C@H]2CCCCC[C@H]2[C@H]1C(=O)Nc1cccc(C2CCNCC2)c1)OCc1ccccc1,2.8
COc1ccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)o2)cc1,4.0
Clc1ccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)o2)cc1,4.2
CC[C@H](Cc1nnn[nH]1)c1ccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)cc1,4.1
Cn1c(Sc2cc(-c3ccccc3)nc3ncnn23)nnc1-c1ccncc1,1.4
c1ccc(-c2cc(Sc3ncco3)n3ncnc3n2)cc1,2.3
CC(C)COc1noc2cc(OCCCc3cc(C(=O)N(C)C)no3)ccc12,4.4
Cc1ccc(-c2nnc(Sc3cc(-c4ccccc4)nc4ncnn34)n2C)cc1,3.0
CCc1cc(C(=O)Nc2cccc(CN)c2)sc1-c1ccc(Cl)cc1,4.3
CC(C)c1nc2c(C(=O)Nc3cccc(CN)c3)cccc2[nH]1,1.9
NCc1cccc(NC(=O)c2cccn3cc(CN4CCCC4)nc23)c1,0.2
CN(C)C(=O)c1cc(CCCOc2ccc3c(OCC4CC4)noc3c2)on1,3.7
CCOc1noc2cc(OCCCc3cc(C(=O)N(C)C)no3)ccc12,3.5
CCOc1noc2c(C)c(OCCCc3cc(C(=O)N(C)C)no3)ccc12,4.0
CCOc1noc2cc(OCCCc3cc(C(=O)N(C)C)no3)c(C)cc12,4.0
C#CCCc1ccc(OCCCc2cc(C(=O)N(C)C)no2)cc1,3.5
NCc1cccc(NC(=O)c2cc(Cl)cc(CN)c2)c1,-0.6
CN(C)C(=O)c1cc(CCCOc2cccc(F)c2)on1,2.7
O=C1NC(=O)[C@H](Cc2nc3c(s2)COCC3)c2ccccc21,0.6
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1COCCc1cc(C(=O)N(C)C)no1,3.5
C#CCCCCc1ccc(OCCCc2cc(C(=O)N(C)C)no2)cc1,4.4
CN(C)C(=O)c1cc(CCCOc2ccc(F)cc2)on1,2.6
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1nc(-c2ccncc2)no1,4.5
CN(C)C(=O)c1cc(CCCOc2ccc(-c3noc(C4CC4)n3)cc2)on1,3.6
CN(C)C(=O)c1cc(CCCOc2ccc(CCC3CCNCC3)cc2)on1,0.5
O=C(Nc1cc(Cl)cc(C(=O)Nc2ccc3c(c2)CNC3)c1)OCc1ccccc1,2.8
O=C(O)c1cc(Cl)ccc1S(=O)(=O)NC1CCN(c2nc(C3CC3)cc(C(F)(F)F)n2)CC1,2.8
Cc1nnc(CCCOc2ccc(-c3noc(C(F)(F)F)n3)cc2C)[nH]1,4.1
CN(C)C(=O)c1cc(CCCn2ccc3nc(-c4noc(C(F)(F)F)n4)ccc32)on1,2.7
NCCc1ccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)cc1,2.9
Cc1cc(OCc2ccccc2)ccc1NS(=O)(=O)c1ccc(Cl)cc1C(=O)O,2.7
CCOc1cccc(-c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)O)cc2)c1,2.8
O=C(O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2Cl)cc1,3.6
O=C(O)c1cc(Cl)c(F)cc1S(=O)(=O)Nc1ccc(Oc2ccccc2Cl)cc1,3.3
CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,3.0
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1nnco1,4.0
CN(C)C(=O)c1cc(CCCOc2ccc3c(c2F)CCCC3)on1,4.2
CCOC(=O)c1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,4.1
Cc1nnc(CCCOc2ccc(-c3noc(C(F)(F)F)n3)cc2C)o1,4.4
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cc(C(=O)N2CC[C@](C)(O)C2)no1,4.4
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cc(C(=O)N2CC[C@@H](O)C2)no1,4.4
CN(C)C(=O)c1cc(CCCn2ncc3cc(-c4noc(C(F)(F)F)n4)ccc32)on1,3.6
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cn[nH]c1,4.0
Cc1nc(-c2ccc(OCCCCCN3CCN(c4ccnc(N)c4)C3=O)cc2)no1,2.5
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cnn(C)c1,4.2
CCON=Cc1ccc(OCCC2CCN(c3ccc(C)nn3)CC2)cc1,4.4
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1CCOCc1cc(C(=O)N(C)C)no1,4.0
Cc1cc(-c2noc(C(F)(F)F)n2)ccc1OCCCc1cc(C(=O)N2CC[C@H](O)C2)no1,4.4
O=C1NC(=O)[C@@H](Cc2ccc3c(c2)OCO3)c2ccccc21,2.4
NCc1cccc(NC(=O)c2cc(OCc3ccccc3)ccc2CNC(=O)OCc2ccccc2)c1,2.8
NCc1cccc(NC(=O)CN(C(=O)OCc2ccccc2)c2ccc(OCc3ccccc3)cc2)c1,2.9
NCc1cccc(NC(=O)c2cc(Cl)cc(NC(=O)OCc3ccccc3)c2)c1,2.7
O=C(Cc1cn[nH]c1)Nc1c[nH]c(=O)c2ccccc12,0.1
Cc1cc(NC(=O)Nc2c[nH]c(=O)c3ccc(F)cc23)no1,1.9
NCc1cccc(CNC(=O)[C@H](NC(=O)OCc2ccccc2)c2ccc(OCc3ccccc3)cc2)c1,2.7
NCc1cccc(NC(=O)[C@H](NC(=O)OCc2ccccc2)C(C2CCC2)C2CCC2)c1,2.5
COc1ccc(CNC(=O)Nc2c[nH]c(=O)c3ccncc23)cn1,0.7
O=C(NCc1ccccn1)Nc1c[nH]c(=O)c2cc(Cl)ccc12,1.7
NCc1cccc(NC(=O)[C@H](NC(=O)OCc2ccccc2)C2CCCCC2)c1,2.0
Cc1cc(CCCOc2c(C)cc(-c3noc(C(F)(F)F)n3)cc2C)on1,4.2
O=C(NCc1ccccn1)Nc1c[nH]c(=O)c2cccnc12,0.9
COc1ccccc1NC(=O)Nc1c[nH]c(=O)c2ccccc12,2.2
O=C(NCc1ccccn1)Nc1c[nH]c(=O)c2ccc(F)cc12,1.0
C[C@H](C(=O)O)[C@@H](NC(=O)c1ncnc2[nH]ccc12)c1ccc(Br)cc1,0.6
O=C(O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,3.0
COc1ccc([C@H](Cc2nnn[nH]2)NC(=O)c2ncnc3[nH]ccc23)cc1,-0.5
COc1cc(Cc2c(-c3ccc(F)cc3)noc2C)nc(N2CCNCC2)n1,2.1
NCc1cccc(NC(=O)[C@@H](NC(=O)OCc2ccccc2)c2ccc(OCc3ccccc3)cc2)c1,3.2
Nc1nnc2ccc(-c3ccc4c(c3)NCC(=O)N4)cn12,0.8
CNC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Oc2ccccc2Cl)cc1,2.4
Cn1cc(NC(=O)NCc2ccccn2)c2cnccc2c1=O,0.3
O=C(/C=C/c1ccccc1)C(=O)N1CCN(CCc2ccccc2)CC1,3.3
Cc1nccn1C[C@H](C)CNC(=O)c1ccc2c(c1)B(O)OC2,0.2
C[C@H]1CN(C[C@H](O)CNC(=O)c2ccc3c(c2)B(O)OC3)CCO1,0.0
CN1CCN(C)[C@H](CNC(=O)c2ccc3c(c2)B(O)OC3)C1,-0.5
O=C(c1ccc2c(c1)B(O)OC2)N1CCN[C@H](c2ccccc2)C1,0.8
O=C(C[C@H]1CCn2cncc2C1)Nc1cccc(B(O)O)c1,1.1
Cc1cc(NC(=O)Nc2c[nH]c(=O)c3ccccc23)no1,1.6
CN1CC[C@H](NC(=O)c2cccc(B(O)O)c2)[C@H]1c1ccc(Cl)cc1,2.8
CN(C(=O)c1ccc2c(c1)B(O)OC2)[C@H]1CCN(C2CC2)C1,0.7
O=C(Nc1cccc(B(O)O)c1)[C@H]1CCN2CCC[C@H]2C1,0.3
O=C(Nc1cccc(B(O)O)c1)[C@H]1CCN(Cc2ccccc2)C1,1.9
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccnnc1)C(=O)c1ccc(F)cc12,1.2
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccc(Cl)nn2)c2cc(Cl)ccc2C1=O,2.1
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cncs2)c2cc(Cl)ccc2C1=O,1.8
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)c1ccc(Cl)cc12,1.8
O=C1c2ccc(Cl)cc2[C@@]2(CN1CCN1CCOCC1)C(=O)N(c1cncc3ccccc13)C[C@@H]2CNc1ncccn1,1.9
CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,3.6
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2scnc2C)c2cc(Cl)ccc2C1=O,2.1
CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)OCCO4)C(C)C)ncnc2[nH]1,3.6
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)OCCO2,2.9
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)OCCO2,3.0
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.2
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(=O)N(C)C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.2
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)NC)c2cc(Cl)ccc2C1=O,1.3
COc1ccc(C(=O)Nc2cccc(/C=C3/C(=O)NC(=O)c4ccccc43)c2)cc1,3.6
Cc1cc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)on1,2.1
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nnnn1C)C(=O)c1ccc(F)cc12,1.5
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nccn1C)C(=O)c1ccc(F)cc12,2.0
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC#N)C(=O)c1ccc(F)cc12,1.7
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cn2ncnn2)c2cc(Cl)ccc2C1=O,1.1
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cnc(C)s2)c2cc(Cl)ccc2C1=O,1.9
CCn1nccc1CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,2.3
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccnn1C)C(=O)c1ccc(F)cc12,2.0
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1c[nH]nn1)C(=O)c1ccc(F)cc12,1.7
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cn2cccn2)c2cc(Cl)ccc2C1=O,1.9
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,0.0
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cocn1)C(=O)c1ccc(F)cc12,1.9
Cc1cnc(CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(F)ccc3C2=O)cn1,2.0
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)NC)c2cc(F)ccc2C1=O,0.7
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)N(C)C)c2cc(Cl)ccc2C1=O,1.6
Cn1nnc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,1.9
Cn1cnc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,1.6
Cn1ccc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,2.4
Cn1nnnc1CN1C[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,1.9
Cn1nnc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,1.9
Cn1cnc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,1.6
Cn1ccc(CN2C[C@]3(CCN(c4cncc5ccccc45)C3=O)c3cc(Cl)ccc3C2=O)n1,2.4
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1nc[nH]n1)C(=O)c1ccc(F)cc12,1.3
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cc(O)ncn1)C(=O)c1ccc(F)cc12,0.8
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccncn2)c2cc(Cl)ccc2C1=O,1.6
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cnccn2)c2cc(Cl)ccc2C1=O,1.9
Cn1nnnc1CN1C[C@]2(CCN(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,1.9
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)NC(=O)CO2,3.4
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ncc[nH]1)C(=O)c1ccc(F)cc12,2.1
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccn[nH]1)C(=O)c1ccc(F)cc12,2.0
C=CC(=O)N1CCCc2c1cccc2N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,3.3
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ccccc2)c2cc(Cl)ccc2C1=O,3.0
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2cnn(C)c2)c2cc(Cl)ccc2C1=O,1.2
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2nn[nH]n2)c2cc(Cl)ccc2C1=O,-0.7
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1c[nH]cn1)C(=O)c1ccc(F)cc12,1.8
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3C#N)cc12)c1ccc2c(c1)NC(=O)CO2,4.4
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,3.2
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(C)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,2.9
CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,3.0
CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,2.7
CCNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCO4)C(C)C)ncnc2[nH]1,2.9
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cncc(S(C)(=O)=O)c3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,3.1
CC(C)[C@H](Nc1ncnc2[nH]ccc12)c1ccc2c(c1)S(=O)(=O)CCO2,2.6
CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,1.4
CC(C)(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(c1)OCCO2,3.1
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,0.7
CC(C)[C@H](Nc1ncnc2[nH]c(C(=O)N[C@H]3CCN(C)C3)cc12)c1ccc2c(c1)S(=O)(=O)CCC2,1.5
CNC(=O)c1cccc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,3.8
CNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,2.3
CNC(=O)c1cccc(-c2cc3c(N[C@H](c4ccc5c(c4)S(=O)(=O)CCC5)C(C)C)ncnc3[nH]2)c1,3.7
CNC(=O)c1cc2c(N[C@H](c3ccc4c(c3)S(=O)(=O)CCC4)C(C)C)ncnc2[nH]1,2.4
CO[C@@H](C)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,2.0
CO[C@@H](C)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,2.6
CNC(=O)[C@@H](C)N1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,2.1
CC(C)[C@H](Nc1ncnc2[nH]c(-c3cnn(CC(N)=O)c3)cc12)c1ccc2c(n1)OCCO2,2.3
